Production ID,Date,Product Type,Machine ID,Shift,Units Produced,Defects,Production Time Hours,Material Cost Per Unit,Labour Cost Per Hour,Energy Consumption kWh,Operator Count,Maintenance Hours,Down time Hours,Production Volume Cubic Meters,Scrap Rate,Rework Hours,Quality Checks Failed,Average Temperature C,Average Humidity Percent,month,Production per hour,Defect Rate per 100 units produced,down_timr_to_production_time_ratio,down_time_to_production_time_ratio,Maintenance Group
24-08-1900,2018-08-24,Appliances,11,Swing,134,4.0,19.65,37.63,26.47,123.44,3,3.93,1.53,1.19,0.048,1.6,0,19.4,42.9,August,6.819338422391858,2.985074626865672,12.84313725490196,0.07786259541984733,3-4
25-08-1900,2018-08-25,Furniture,18,Night,128,3.0,17.23,48.73,29.48,318.18,2,1.02,2.63,0.92,0.016,1.66,0,21.7,43.7,August,7.4289030760301795,2.34375,6.551330798479088,0.1526407428903076,1-2
26-08-1900,2018-08-26,Textiles,8,Swing,80,0.0,23.93,11.25,15.72,163.52,3,0.75,1.59,1.52,0.044,0.29,1,18.9,43.6,August,3.343083994985374,0.0,15.050314465408803,0.06644379440033431,0-1
27-08-1900,2018-08-27,Furniture,18,Night,54,4.0,21.25,42.09,29.5,381.83,1,4.55,2.8,0.93,0.044,1.24,1,24.7,54.4,August,2.541176470588235,7.407407407407407,7.589285714285714,0.13176470588235292,4-5
28-08-1900,2018-08-28,Textiles,7,Swing,134,0.0,4.94,34.61,27.88,229.7,4,4.62,2.51,0.99,0.036,0.28,2,19.0,36.7,August,27.12550607287449,0.0,1.9681274900398409,0.5080971659919028,4-5
29-08-1900,2018-08-29,Furniture,18,Day,134,8.0,19.12,12.84,16.76,195.23,1,3.97,1.36,2.01,0.021,0.87,2,18.2,59.2,August,7.00836820083682,5.970149253731344,14.058823529411764,0.07112970711297072,3-4
30-08-1900,2018-08-30,Appliances,12,Swing,58,7.0,17.52,23.61,15.63,103.24,4,2.5071666666666665,2.81,1.37,0.035,1.0028851851851852,1,18.1,45.4,August,3.310502283105023,12.068965517241379,6.234875444839857,0.1603881278538813,2-3
31-08-1900,2018-08-31,Appliances,10,Swing,94,9.0,5.5,31.98,15.31,304.69,1,2.5071666666666665,2.35,0.93,0.013,1.0028851851851852,0,23.7,51.3,August,17.09090909090909,9.574468085106384,2.3404255319148937,0.4272727272727273,2-3
01-09-1900,2018-09-01,Textiles,5,Swing,186,5.0,18.95,12.12,16.75,341.21,3,4.67,2.87,1.1,0.047,0.3,1,20.9,49.1,September,9.815303430079156,2.6881720430107525,6.602787456445992,0.15145118733509236,4-5
02-09-1900,2018-09-02,Textiles,7,Day,186,4.0,6.58,38.23,27.29,379.3,4,4.27,0.63,0.89,0.037,1.7,1,19.2,54.9,September,28.267477203647417,2.150537634408602,10.444444444444445,0.09574468085106383,4-5
03-09-1900,2018-09-03,Appliances,12,Night,71,8.0,11.48,44.96,20.55,494.81,4,2.0,2.07,0.98,0.016,0.71,1,23.4,31.1,September,6.184668989547038,11.267605633802816,5.545893719806764,0.1803135888501742,1-2
04-09-1900,2018-09-04,Furniture,19,Day,53,4.0,7.38,31.91,24.32,326.2,1,0.46,2.76,1.99,0.041,0.12,1,21.7,31.2,September,7.181571815718157,7.547169811320755,2.673913043478261,0.37398373983739835,0-1
05-09-1900,2018-09-05,Appliances,10,Night,150,4.0,11.38,37.23,20.91,360.91,3,1.91,0.01,2.21,0.023,1.33,2,22.0,52.1,September,13.181019332161686,2.6666666666666665,1138.0,0.0008787346221441124,1-2
06-09-1900,2018-09-06,Automotive,4,Swing,193,7.0,7.95,35.18,23.58,336.84,1,0.02,1.57,2.41,0.012,1.99,0,21.9,44.9,September,24.27672955974843,3.626943005181347,5.063694267515923,0.19748427672955976,0-1
07-09-1900,2018-09-07,Textiles,5,Night,64,3.0,16.16,12.32,19.17,375.33,3,2.6,0.36,2.48,0.019,1.78,0,24.3,59.1,September,3.9603960396039604,4.6875,44.88888888888889,0.022277227722772276,2-3
08-09-1900,2018-09-08,Automotive,3,Day,57,1.0,19.45,22.82,28.48,468.72,1,0.06,1.57,1.31,0.036,1.0028851851851852,1,20.4,44.1,September,2.930591259640103,1.7543859649122806,12.388535031847132,0.08071979434447302,0-1
09-09-1900,2018-09-09,Textiles,7,Day,123,8.0,1.43,43.67,24.28,486.36,2,2.8,2.63,0.63,0.036,1.0028851851851852,0,24.6,36.0,September,86.01398601398601,6.504065040650406,0.5437262357414449,1.8391608391608392,2-3
10-09-1900,2018-09-10,Electronics,13,Night,64,1.0,10.26,41.4,21.98,332.49,3,2.25,1.44,1.71,0.048,0.41,2,18.9,56.0,September,6.237816764132554,1.5625,7.125,0.14035087719298245,2-3
11-09-1900,2018-09-11,Appliances,9,Night,159,9.0,4.35,23.72,19.16,335.39,2,1.72,0.24,0.64,0.025,1.73,0,22.2,44.2,September,36.55172413793104,5.660377358490566,18.125,0.05517241379310345,1-2
12-09-1900,2018-09-12,Textiles,6,Swing,90,2.0,1.45,30.83,19.45,431.89,1,1.5,0.66,1.89,0.041,0.06,0,23.0,31.5,September,62.06896551724138,2.2222222222222223,2.196969696969697,0.45517241379310347,1-2
13-09-1900,2018-09-13,Automotive,3,Day,141,3.0,23.61,47.18,25.44,106.32,3,4.15,1.57,1.91,0.029,1.9,2,22.5,52.6,September,5.972045743329098,2.127659574468085,15.038216560509554,0.06649724692926727,4-5
14-09-1900,2018-09-14,Textiles,5,Swing,126,2.0,16.5,49.19,21.15,177.15,1,2.56,2.64,0.8,0.04,0.74,0,24.5,41.3,September,7.636363636363637,1.5873015873015872,6.25,0.16,2-3
15-09-1900,2018-09-15,Appliances,10,Swing,82,2.0,11.4,42.18,23.47,170.08,4,1.44,0.6,2.02,0.03,1.4,2,19.5,55.6,September,7.192982456140351,2.4390243902439024,19.0,0.05263157894736842,1-2
16-09-1900,2018-09-16,Furniture,17,Swing,64,6.0,10.91,21.07,29.81,128.88,2,2.5071666666666665,2.11,1.02,0.029,0.77,1,23.3,33.3,September,5.866177818515124,9.375,5.170616113744076,0.19340054995417047,2-3
17-09-1900,2018-09-17,Furniture,19,Swing,68,0.0,20.34,14.0,19.74,243.92,3,3.0,1.57,1.26,0.025,1.24,2,21.2,31.8,September,3.343166175024582,0.0,12.955414012738853,0.07718780727630285,2-3
18-09-1900,2018-09-18,Appliances,10,Day,161,7.0,14.13,45.85,21.14,400.81,2,1.59,1.54,0.62,0.011,0.67,2,19.9,51.3,September,11.394196744515215,4.3478260869565215,9.175324675324676,0.10898796886058032,1-2
19-09-1900,2018-09-19,Textiles,7,Day,138,3.0,18.23,36.43,19.82,338.18,1,4.94,1.85,1.36,0.044,0.63,0,18.3,40.7,September,7.569939659901261,2.1739130434782608,9.854054054054053,0.10148107515085025,4-5
20-09-1900,2018-09-20,Automotive,3,Day,136,8.0,22.17,43.44,16.35,207.04,1,3.89,1.62,1.11,0.035,0.72,1,19.1,51.9,September,6.134415877311682,5.882352941176471,13.685185185185185,0.07307171853856563,3-4
21-09-1900,2018-09-21,Textiles,8,Night,59,4.0,21.32,13.09,29.1,456.68,3,3.46,2.28,1.78,0.029,1.58,1,19.8,54.1,September,2.7673545966228894,6.779661016949152,9.350877192982457,0.10694183864915571,3-4
22-09-1900,2018-09-22,Furniture,17,Swing,110,1.0,3.18,32.52,26.25,224.96,2,0.48,1.57,1.04,0.032,0.41,0,22.3,42.2,September,34.59119496855346,0.9090909090909091,2.0254777070063694,0.4937106918238994,0-1
23-09-1900,2018-09-23,Automotive,1,Day,80,6.0,12.18,44.96,24.2,309.31,4,0.7,2.83,1.74,0.018,0.87,2,24.7,41.8,September,6.568144499178982,7.5,4.3038869257950525,0.2323481116584565,0-1
24-09-1900,2018-09-24,Automotive,4,Swing,179,6.0,15.57,12.45,15.36,117.24,3,2.88,2.6,1.1,0.048,0.61,0,20.1,52.2,September,11.496467565831727,3.35195530726257,5.9884615384615385,0.16698779704560052,2-3
25-09-1900,2018-09-25,Automotive,1,Night,188,1.0,11.65,47.27,27.5,436.37,4,4.57,2.25,0.97,0.021,0.17,2,18.6,49.2,September,16.13733905579399,0.5319148936170213,5.177777777777778,0.19313304721030042,4-5
26-09-1900,2018-09-26,Appliances,10,Day,88,4.0,7.67,36.33,16.08,490.93,2,2.34,1.0,1.98,0.01,1.45,0,20.5,40.6,September,11.473272490221643,4.545454545454546,7.67,0.1303780964797914,2-3
27-09-1900,2018-09-27,Electronics,16,Night,99,2.0,22.08,24.73,16.93,456.49,3,0.7,1.81,1.12,0.034,1.76,0,25.0,30.2,September,4.483695652173913,2.0202020202020203,12.198895027624308,0.08197463768115942,0-1
28-09-1900,2018-09-28,Furniture,17,Day,183,4.0,21.67,37.07,16.31,263.45,1,2.68,0.39,0.92,0.043,0.49,1,23.5,36.2,September,8.444854637748039,2.185792349726776,55.56410256410257,0.017997231195200736,2-3
29-09-1900,2018-09-29,Automotive,4,Night,189,4.0,20.36,38.57,17.2,162.76,1,4.71,1.19,2.42,0.035,0.75,0,19.1,47.9,September,9.282907662082515,2.1164021164021163,17.10924369747899,0.05844793713163065,4-5
30-09-1900,2018-09-30,Automotive,1,Day,142,0.0,22.47,35.45,24.56,221.06,2,2.85,1.62,2.21,0.021,1.77,1,19.3,40.2,September,6.319537160658657,0.0,13.870370370370368,0.07209612817089453,2-3
01-10-1900,2018-10-01,Appliances,10,Day,97,5.0,18.09,39.07,16.22,466.49,4,4.22,1.04,1.46,0.027,1.77,1,22.2,41.4,October,5.362078496406855,5.154639175257732,17.39423076923077,0.05749032614704257,4-5
02-10-1900,2018-10-02,Appliances,12,Night,105,5.0,9.97,15.33,24.52,489.59,2,4.3,0.27,0.65,0.038,1.43,1,19.4,54.4,October,10.531594784353059,4.761904761904762,36.925925925925924,0.02708124373119358,4-5
03-10-1900,2018-10-03,Textiles,7,Night,187,2.0,12.45,31.55,26.65,123.95,2,1.03,0.94,1.56,0.037,0.94,2,25.0,39.5,October,15.02008032128514,1.0695187165775402,13.24468085106383,0.07550200803212852,1-2
04-10-1900,2018-10-04,Electronics,14,Swing,186,2.0,19.95,22.63,21.87,152.92,3,2.69,2.77,0.57,0.028,0.31,0,23.7,56.0,October,9.323308270676693,1.075268817204301,7.202166064981949,0.13884711779448622,2-3
05-10-1900,2018-10-05,Automotive,1,Day,151,2.0,21.94,15.16,24.58,428.42,3,0.35,1.57,2.16,0.01,1.19,1,18.1,56.6,October,6.882406563354603,1.3245033112582782,13.974522292993631,0.0715587967183227,0-1
06-10-1900,2018-10-06,Electronics,15,Day,199,9.0,16.42,38.21,20.31,168.74,2,2.5071666666666665,0.59,1.35,0.032,0.77,0,20.0,34.0,October,12.119366626065773,4.522613065326633,27.830508474576277,0.03593179049939098,2-3
07-10-1900,2018-10-07,Appliances,11,Night,169,8.0,14.37,34.03,26.21,254.73,4,2.02,2.39,0.93,0.028,0.64,1,19.9,50.7,October,11.76061238691719,4.733727810650888,6.012552301255229,0.1663187195546277,2-3
08-10-1900,2018-10-08,Textiles,5,Day,110,0.0,21.53,49.98,29.8,114.59,2,0.34,2.72,2.03,0.023,1.66,1,23.7,52.5,October,5.109150023223409,0.0,7.915441176470588,0.12633534602879704,0-1
09-10-1900,2018-10-09,Electronics,16,Swing,80,4.0,18.25,43.56,20.1,182.99,2,0.63,1.68,0.83,0.039,0.83,1,20.8,41.6,October,4.383561643835616,5.0,10.863095238095239,0.09205479452054795,0-1
10-10-1900,2018-10-10,Automotive,3,Swing,162,8.0,22.0,26.34,24.14,170.83,2,1.12,1.3,1.89,0.026,1.02,1,20.2,59.1,October,7.363636363636363,4.938271604938271,16.923076923076923,0.05909090909090909,1-2
11-10-1900,2018-10-11,Textiles,5,Day,56,4.0,21.31,41.18,29.57,426.55,1,3.58,1.57,1.78,0.032,0.83,0,22.8,56.0,October,2.627874237447208,7.142857142857143,13.57324840764331,0.07367433129985923,3-4
12-10-1900,2018-10-12,Automotive,4,Night,71,8.0,8.56,17.44,15.48,123.91,2,0.57,0.49,0.82,0.017,1.41,2,23.8,41.8,October,8.294392523364486,11.267605633802816,17.46938775510204,0.0572429906542056,0-1
13-10-1900,2018-10-13,Automotive,3,Day,168,9.0,4.01,28.81,19.19,338.36,1,3.88,0.17,1.83,0.016,1.0028851851851852,0,24.7,51.5,October,41.895261845386536,5.357142857142857,23.588235294117645,0.04239401496259352,3-4
14-10-1900,2018-10-14,Electronics,13,Day,70,8.0,17.15,26.14,17.41,333.72,4,2.8,0.65,2.06,0.029,1.32,1,24.1,59.7,October,4.081632653061225,11.428571428571429,26.384615384615383,0.037900874635568516,2-3
15-10-1900,2018-10-15,Furniture,19,Day,96,1.0,22.48,34.43,24.13,479.65,4,4.92,1.57,2.06,0.016,1.03,0,23.0,58.0,October,4.270462633451957,1.0416666666666667,14.318471337579618,0.06983985765124555,4-5
16-10-1900,2018-10-16,Furniture,19,Day,115,2.0,21.92,42.19,17.66,139.95,4,0.39,0.16,1.71,0.047,1.53,0,20.6,37.2,October,5.2463503649635035,1.7391304347826086,137.0,0.0072992700729927005,0-1
17-10-1900,2018-10-17,Automotive,2,Night,142,8.0,22.16,28.47,19.71,356.75,2,4.0,2.94,0.69,0.031,1.04,2,21.7,58.8,October,6.407942238267148,5.633802816901408,7.537414965986395,0.13267148014440433,3-4
18-10-1900,2018-10-18,Electronics,15,Day,114,1.0,21.03,44.59,21.51,403.97,1,2.35,2.09,0.84,0.032,0.73,0,21.9,48.5,October,5.420827389443652,0.8771929824561403,10.0622009569378,0.0993818354731336,2-3
19-10-1900,2018-10-19,Automotive,4,Swing,155,0.0,11.08,40.12,15.81,103.27,2,0.22,1.03,1.1,0.038,0.23,1,21.7,32.9,October,13.989169675090253,0.0,10.757281553398059,0.09296028880866426,0-1
20-10-1900,2018-10-20,Textiles,5,Night,134,0.0,22.54,20.81,19.45,359.05,4,4.17,1.28,2.37,0.03,1.03,1,24.8,51.2,October,5.944986690328306,0.0,17.609375,0.05678793256433008,4-5
21-10-1900,2018-10-21,Appliances,11,Night,194,8.0,15.65,31.31,18.39,145.9,3,2.6,2.97,0.69,0.035,0.62,2,23.4,59.7,October,12.396166134185304,4.123711340206185,5.269360269360269,0.18977635782747604,2-3
22-10-1900,2018-10-22,Appliances,12,Swing,99,4.0,20.1,44.02,21.45,352.07,3,2.11,1.06,1.6,0.02,1.8,0,18.4,40.0,October,4.925373134328358,4.040404040404041,18.962264150943398,0.0527363184079602,2-3
23-10-1900,2018-10-23,Furniture,19,Night,113,4.0,7.88,40.14,29.97,214.71,2,3.24,0.46,2.28,0.019,0.5,1,22.2,31.7,October,14.34010152284264,3.5398230088495577,17.130434782608695,0.0583756345177665,3-4
24-10-1900,2018-10-24,Appliances,12,Day,97,9.0,12.5,42.83,29.97,143.82,3,1.94,1.31,1.38,0.013,1.6,1,23.0,39.9,October,7.76,9.278350515463918,9.541984732824426,0.1048,1-2
25-10-1900,2018-10-25,Furniture,20,Day,62,4.0,3.7,20.32,17.75,282.32,4,2.34,0.6,2.26,0.028,0.93,2,20.5,38.6,October,16.756756756756754,6.451612903225806,6.166666666666667,0.16216216216216214,2-3
26-10-1900,2018-10-26,Furniture,20,Night,194,4.0,4.55,41.2,25.74,349.31,1,1.61,1.76,1.15,0.027,0.03,2,19.0,34.5,October,42.63736263736264,2.0618556701030926,2.5852272727272725,0.3868131868131868,1-2
27-10-1900,2018-10-27,Textiles,6,Day,123,4.0,19.57,26.23,28.37,226.78,3,1.39,1.14,1.38,0.046,0.54,1,20.0,48.8,October,6.28513030148186,3.252032520325203,17.166666666666668,0.058252427184466014,1-2
28-10-1900,2018-10-28,Textiles,7,Day,133,4.0,22.71,48.4,22.8,310.94,1,2.24,0.79,1.69,0.015,1.83,0,19.2,31.3,October,5.856450902686041,3.007518796992481,28.746835443037973,0.03478643769264641,2-3
29-10-1900,2018-10-29,Furniture,19,Night,144,1.0,13.14,28.64,26.1,247.74,3,2.16,0.88,1.8,0.035,0.62,0,22.1,36.5,October,10.95890410958904,0.6944444444444444,14.931818181818182,0.0669710806697108,2-3
30-10-1900,2018-10-30,Appliances,10,Swing,74,5.0,12.17,45.88,21.22,475.74,2,0.49,2.89,1.29,0.02,1.17,1,21.0,59.8,October,6.0805258833196385,6.756756756756757,4.211072664359861,0.23746918652423996,0-1
31-10-1900,2018-10-31,Appliances,10,Swing,69,4.0,22.67,36.52,23.98,338.37,1,1.4,1.13,1.42,0.042,1.16,0,25.0,48.6,October,3.043670048522276,5.797101449275362,20.06194690265487,0.0498456109395677,1-2
01-11-1900,2018-11-01,Furniture,18,Night,168,1.0,20.12,47.33,21.92,229.91,4,0.75,2.81,1.73,0.016,1.32,1,24.7,33.5,November,8.34990059642147,0.5952380952380952,7.160142348754449,0.139662027833002,0-1
02-11-1900,2018-11-02,Automotive,4,Swing,108,9.0,5.2,32.63,19.53,186.86,4,1.6,1.57,2.2,0.013,1.9,1,23.8,59.6,November,20.76923076923077,8.333333333333334,3.3121019108280256,0.3019230769230769,1-2
03-11-1900,2018-11-03,Automotive,3,Swing,70,1.0,1.96,19.5,17.2,331.0,4,2.54,1.69,1.21,0.024,1.48,0,22.4,39.4,November,35.714285714285715,1.4285714285714286,1.1597633136094674,0.8622448979591837,2-3
04-11-1900,2018-11-04,Textiles,7,Swing,176,0.0,22.85,36.09,19.38,492.17,3,2.84,0.25,1.62,0.041,1.0028851851851852,2,19.1,33.1,November,7.702407002188183,0.0,91.4,0.010940919037199124,2-3
05-11-1900,2018-11-05,Textiles,8,Night,133,1.0,13.43,20.27,28.21,291.65,4,2.5071666666666665,2.93,2.02,0.018,1.83,0,20.4,45.4,November,9.903201787043932,0.7518796992481203,4.583617747440273,0.21816827997021596,2-3
06-11-1900,2018-11-06,Appliances,10,Swing,82,2.0,15.87,44.03,28.52,464.68,4,2.44,1.57,2.42,0.021,1.55,1,20.9,59.9,November,5.16698172652804,2.4390243902439024,10.10828025477707,0.09892879647132956,2-3
07-11-1900,2018-11-07,Appliances,12,Swing,143,9.0,13.21,13.43,27.92,312.08,3,0.98,2.55,0.74,0.036,0.51,0,23.2,59.8,November,10.825132475397426,6.293706293706293,5.180392156862746,0.1930355791067373,0-1
08-11-1900,2018-11-08,Appliances,9,Night,105,1.0,17.99,19.59,19.38,421.62,1,2.3,1.57,0.66,0.024,0.47,2,23.1,44.1,November,5.836575875486382,0.9523809523809523,11.458598726114648,0.08727070594774876,2-3
09-11-1900,2018-11-09,Furniture,19,Night,183,8.0,21.64,41.34,28.41,335.89,2,4.77,1.46,0.57,0.036,1.7,2,23.3,42.2,November,8.456561922365989,4.371584699453552,14.82191780821918,0.06746765249537892,4-5
10-11-1900,2018-11-10,Textiles,8,Day,61,4.0,23.86,26.7,17.39,333.88,4,4.3,2.07,0.93,0.039,0.25,0,24.6,55.6,November,2.556580050293378,6.557377049180328,11.52657004830918,0.086756077116513,4-5
11-11-1900,2018-11-11,Textiles,5,Swing,106,0.0,9.36,16.35,27.87,268.56,4,3.53,1.57,1.56,0.02,0.36,0,20.9,47.0,November,11.324786324786325,0.0,5.961783439490445,0.16773504273504275,3-4
12-11-1900,2018-11-12,Automotive,3,Swing,148,0.0,12.95,49.77,19.12,374.75,4,2.01,1.57,0.84,0.028,1.4,0,18.9,52.1,November,11.428571428571429,0.0,8.2484076433121,0.12123552123552124,2-3
13-11-1900,2018-11-13,Electronics,14,Swing,141,6.0,21.32,28.26,24.8,297.58,2,1.4,1.07,0.99,0.02,0.37,1,24.1,43.3,November,6.613508442776736,4.25531914893617,19.925233644859812,0.05018761726078799,1-2
14-11-1900,2018-11-14,Textiles,6,Swing,124,6.0,11.02,29.12,26.28,437.99,2,2.28,0.57,0.83,0.039,1.0028851851851852,0,25.0,46.6,November,11.252268602540836,4.838709677419355,19.333333333333336,0.05172413793103448,2-3
15-11-1900,2018-11-15,Textiles,7,Day,110,8.0,9.26,24.11,16.16,468.95,2,2.5071666666666665,2.66,2.26,0.03,0.4,0,22.9,43.2,November,11.879049676025918,7.2727272727272725,3.4812030075187965,0.28725701943844495,2-3
16-11-1900,2018-11-16,Electronics,13,Swing,54,8.0,23.29,12.64,19.34,296.53,1,4.43,0.9,2.24,0.013,0.54,0,19.9,32.6,November,2.31859167024474,14.814814814814815,25.877777777777776,0.038643194504079006,4-5
17-11-1900,2018-11-17,Electronics,15,Swing,149,8.0,17.83,19.68,24.43,205.24,3,4.73,1.57,1.43,0.04,1.05,0,21.0,44.8,November,8.356702187324734,5.369127516778524,11.35668789808917,0.08805384183959619,4-5
18-11-1900,2018-11-18,Electronics,15,Swing,148,1.0,12.66,21.21,24.01,279.89,4,3.85,2.73,1.16,0.042,1.21,1,20.8,42.8,November,11.690363349131122,0.6756756756756757,4.637362637362638,0.2156398104265403,3-4
19-11-1900,2018-11-19,Textiles,5,Day,134,3.0,19.31,32.85,28.3,381.68,3,3.16,0.19,2.34,0.021,1.12,1,22.3,45.9,November,6.939409632314863,2.2388059701492535,101.63157894736841,0.00983946141895391,3-4
20-11-1900,2018-11-20,Appliances,12,Swing,181,6.0,8.34,47.45,24.74,301.07,3,0.33,2.13,1.76,0.035,1.0028851851851852,0,23.2,37.1,November,21.70263788968825,3.314917127071823,3.915492957746479,0.2553956834532374,0-1
21-11-1900,2018-11-21,Textiles,6,Swing,132,0.0,14.55,15.59,18.06,258.52,4,2.5071666666666665,0.03,0.83,0.048,0.14,1,20.4,55.0,November,9.072164948453608,0.0,485.00000000000006,0.0020618556701030924,2-3
22-11-1900,2018-11-22,Furniture,19,Night,150,0.0,17.35,48.99,26.73,110.76,4,3.75,2.58,2.12,0.024,1.18,2,24.3,49.0,November,8.645533141210374,0.0,6.724806201550388,0.14870317002881844,3-4
23-11-1900,2018-11-23,Automotive,3,Day,62,8.0,17.47,28.96,29.37,173.48,3,4.22,2.95,1.12,0.045,1.51,0,21.7,53.0,November,3.548941041785919,12.903225806451612,5.922033898305084,0.16886090440755583,4-5
24-11-1900,2018-11-24,Furniture,18,Day,52,4.0,5.5,33.32,24.76,436.36,1,2.18,0.69,2.22,0.048,0.94,2,23.7,42.7,November,9.454545454545455,7.6923076923076925,7.971014492753624,0.12545454545454546,2-3
25-11-1900,2018-11-25,Electronics,13,Swing,120,1.0,23.88,60.0,21.99,405.71,4,0.14,0.48,1.57,0.03,1.0028851851851852,1,24.1,50.0,November,5.025125628140704,0.8333333333333334,49.75,0.020100502512562814,0-1
26-11-1900,2018-11-26,Textiles,7,Night,132,9.0,18.34,44.04,27.13,133.49,4,0.79,1.5,1.89,0.019,0.27,2,24.0,52.6,November,7.1973827699018535,6.818181818181818,12.226666666666667,0.08178844056706652,0-1
27-11-1900,2018-11-27,Textiles,6,Swing,64,8.0,18.09,44.69,21.85,142.48,4,1.9,2.85,1.92,0.016,0.65,0,22.2,46.0,November,3.5378662244333885,12.5,6.347368421052631,0.15754560530679934,1-2
28-11-1900,2018-11-28,Automotive,4,Swing,196,5.0,14.48,40.13,17.27,473.54,2,3.43,0.9,0.6,0.03,1.84,1,19.6,57.5,November,13.535911602209945,2.5510204081632653,16.08888888888889,0.062154696132596686,3-4
29-11-1900,2018-11-29,Automotive,1,Swing,64,4.0,8.88,15.81,16.23,418.99,3,2.54,0.95,1.97,0.046,0.74,1,22.4,31.3,November,7.207207207207206,6.25,9.347368421052632,0.10698198198198197,2-3
30-11-1900,2018-11-30,Automotive,1,Swing,156,2.0,12.24,26.18,20.96,262.44,1,3.25,1.86,0.96,0.036,1.47,1,22.6,58.6,November,12.745098039215685,1.2820512820512822,6.580645161290322,0.1519607843137255,3-4
01-12-1900,2018-12-01,Automotive,2,Day,104,2.0,10.79,48.22,25.65,489.06,1,2.5071666666666665,2.14,2.03,0.041,0.59,1,20.7,57.0,December,9.63855421686747,1.9230769230769231,5.0420560747663545,0.1983317886932345,2-3
02-12-1900,2018-12-02,Furniture,18,Night,107,7.0,3.63,26.88,25.43,489.21,4,4.7,1.63,1.12,0.028,0.24,1,22.0,54.8,December,29.47658402203857,6.542056074766355,2.226993865030675,0.4490358126721763,4-5
03-12-1900,2018-12-03,Furniture,19,Night,130,5.0,22.27,23.95,22.98,499.09,4,3.94,0.67,0.69,0.023,1.75,1,21.8,48.1,December,5.837449483610238,3.8461538461538463,33.23880597014925,0.030085316569375846,3-4
04-12-1900,2018-12-04,Automotive,4,Day,135,6.0,12.68,13.42,21.57,251.93,2,4.07,2.71,1.71,0.049,0.42,0,18.0,31.7,December,10.646687697160884,4.444444444444445,4.678966789667896,0.2137223974763407,4-5
05-12-1900,2018-12-05,Automotive,1,Night,160,4.0,1.99,13.19,24.92,313.14,4,3.48,1.57,2.48,0.018,0.16,0,22.4,34.0,December,80.40201005025126,2.5,1.267515923566879,0.7889447236180905,3-4
06-12-1900,2018-12-06,Furniture,19,Swing,157,5.0,10.65,27.3,29.4,360.41,4,0.41,2.84,0.55,0.047,0.77,2,18.6,51.9,December,14.741784037558684,3.1847133757961785,3.7500000000000004,0.26666666666666666,0-1
07-12-1900,2018-12-07,Textiles,6,Swing,158,2.0,10.67,31.62,19.33,427.39,3,4.9,1.43,0.53,0.045,1.7,0,20.5,59.9,December,14.807872539831303,1.2658227848101267,7.461538461538462,0.13402061855670103,4-5
08-12-1900,2018-12-08,Textiles,7,Day,80,8.0,2.99,42.99,23.41,177.71,3,0.35,0.41,0.87,0.015,0.19,1,21.2,51.5,December,26.75585284280936,10.0,7.292682926829269,0.13712374581939799,0-1
09-12-1900,2018-12-09,Appliances,10,Night,68,4.0,5.5,46.29,27.68,230.9,2,1.78,1.1,0.77,0.022,1.0028851851851852,2,23.2,33.9,December,12.363636363636363,5.882352941176471,5.0,0.2,1-2
10-12-1900,2018-12-10,Textiles,7,Night,145,4.0,2.79,25.99,18.9,242.97,1,4.04,1.63,1.96,0.043,1.43,1,19.3,57.7,December,51.971326164874554,2.7586206896551726,1.7116564417177915,0.5842293906810035,4-5
11-12-1900,2018-12-11,Textiles,6,Night,165,6.0,4.69,43.74,18.89,433.86,4,1.56,0.58,1.71,0.022,0.7,0,24.6,31.5,December,35.18123667377398,3.6363636363636362,8.086206896551726,0.12366737739872066,1-2
12-12-1900,2018-12-12,Appliances,11,Night,133,7.0,3.63,31.75,28.23,291.09,4,3.16,1.22,0.66,0.032,1.13,2,18.4,52.6,December,36.63911845730028,5.2631578947368425,2.9754098360655736,0.33608815426997246,3-4
13-12-1900,2018-12-13,Appliances,12,Swing,122,2.0,21.75,48.91,29.43,331.54,1,4.48,0.32,0.73,0.033,0.74,1,18.4,32.3,December,5.609195402298851,1.639344262295082,67.96875,0.014712643678160919,4-5
14-12-1900,2018-12-14,Furniture,19,Night,160,3.0,18.85,47.17,25.27,412.83,2,4.08,2.68,2.02,0.039,1.95,2,19.0,31.1,December,8.488063660477453,1.875,7.0335820895522385,0.14217506631299734,4-5
15-12-1900,2018-12-15,Automotive,4,Night,186,0.0,21.08,38.53,24.67,354.95,3,2.81,2.87,0.93,0.048,1.72,0,19.1,50.7,December,8.823529411764707,0.0,7.344947735191637,0.13614800759013285,2-3
16-12-1900,2018-12-16,Furniture,20,Swing,187,9.0,4.19,17.57,22.9,465.54,4,2.58,1.37,0.79,0.011,1.54,0,22.1,40.4,December,44.630071599045344,4.81283422459893,3.0583941605839415,0.3269689737470167,2-3
17-12-1900,2018-12-17,Automotive,2,Night,97,0.0,16.39,46.99,26.72,161.5,1,1.06,2.68,0.61,0.047,1.34,2,23.5,42.9,December,5.918242830994509,0.0,6.115671641791045,0.1635143380109823,1-2
18-12-1900,2018-12-18,Textiles,8,Swing,144,7.0,21.74,14.67,29.48,288.62,1,2.97,0.53,2.09,0.043,1.01,2,23.0,45.0,December,6.623735050597976,4.861111111111111,41.018867924528294,0.024379024839006443,2-3
